1,./aligned-images/Andy_Richter/Andy_Richter_5332.png
1,./aligned-images/Andy_Richter/Andy_Richter_5302.png
1,./aligned-images/Andy_Richter/Andy_Richter_5315.png
1,./aligned-images/Andy_Richter/Andy_Richter_5340.png
1,./aligned-images/Andy_Richter/Andy_Richter_5431.png
1,./aligned-images/Andy_Richter/Andy_Richter_5377.png
1,./aligned-images/Andy_Richter/Andy_Richter_5327.png
1,./aligned-images/Andy_Richter/Andy_Richter_5311.png
1,./aligned-images/Andy_Richter/Andy_Richter_5457.png
1,./aligned-images/Andy_Richter/Andy_Richter_5385.png
1,./aligned-images/Andy_Richter/Andy_Richter_5363.png
1,./aligned-images/Andy_Richter/Andy_Richter_5425.png
1,./aligned-images/Andy_Richter/Andy_Richter_5593.png
1,./aligned-images/Andy_Richter/Andy_Richter_5343.png
1,./aligned-images/Andy_Richter/Andy_Richter_5408.png
1,./aligned-images/Andy_Richter/Andy_Richter_5451.png
1,./aligned-images/Andy_Richter/Andy_Richter_5462.png
1,./aligned-images/Andy_Richter/Andy_Richter_5505.png
1,./aligned-images/Andy_Richter/Andy_Richter_5558.png
1,./aligned-images/Andy_Richter/Andy_Richter_5359.png
1,./aligned-images/Andy_Richter/Andy_Richter_5417.png
1,./aligned-images/Andy_Richter/Andy_Richter_5548.png
1,./aligned-images/Andy_Richter/Andy_Richter_5508.png
1,./aligned-images/Andy_Richter/Andy_Richter_5298.png
1,./aligned-images/Andy_Richter/Andy_Richter_5328.png
1,./aligned-images/Andy_Richter/Andy_Richter_5412.png
1,./aligned-images/Andy_Richter/Andy_Richter_5389.png
1,./aligned-images/Andy_Richter/Andy_Richter_5308.png
1,./aligned-images/Andy_Richter/Andy_Richter_5357.png
1,./aligned-images/Andy_Richter/Andy_Richter_5481.png
1,./aligned-images/Andy_Richter/Andy_Richter_5437.png
1,./aligned-images/Andy_Richter/Andy_Richter_5415.png
1,./aligned-images/Andy_Richter/Andy_Richter_5499.png
1,./aligned-images/Andy_Richter/Andy_Richter_5491.png
1,./aligned-images/Andy_Richter/Andy_Richter_5573.png
1,./aligned-images/Andy_Richter/Andy_Richter_5583.png
1,./aligned-images/Andy_Richter/Andy_Richter_5571.png
1,./aligned-images/Andy_Richter/Andy_Richter_5472.png
1,./aligned-images/Andy_Richter/Andy_Richter_5540.png
1,./aligned-images/Andy_Richter/Andy_Richter_5559.png
1,./aligned-images/Andy_Richter/Andy_Richter_5511.png
1,./aligned-images/Andy_Richter/Andy_Richter_5447.png
1,./aligned-images/Andy_Richter/Andy_Richter_5325.png
1,./aligned-images/Andy_Richter/Andy_Richter_5419.png
1,./aligned-images/Andy_Richter/Andy_Richter_5465.png
1,./aligned-images/Andy_Richter/Andy_Richter_5456.png
1,./aligned-images/Andy_Richter/Andy_Richter_5320.png
1,./aligned-images/Andy_Richter/Andy_Richter_5342.png
1,./aligned-images/Andy_Richter/Andy_Richter_5570.png
1,./aligned-images/Andy_Richter/Andy_Richter_5422.png
1,./aligned-images/Andy_Richter/Andy_Richter_5532.png
1,./aligned-images/Andy_Richter/Andy_Richter_5601.png
1,./aligned-images/Andy_Richter/Andy_Richter_5310.png
1,./aligned-images/Andy_Richter/Andy_Richter_5471.png
1,./aligned-images/Andy_Richter/Andy_Richter_5303.png
1,./aligned-images/Andy_Richter/Andy_Richter_5326.png
1,./aligned-images/Andy_Richter/Andy_Richter_5300.png
1,./aligned-images/Andy_Richter/Andy_Richter_5450.png
1,./aligned-images/Andy_Richter/Andy_Richter_5406.png
1,./aligned-images/Andy_Richter/Andy_Richter_5608.png
1,./aligned-images/Andy_Richter/Andy_Richter_5351.png
1,./aligned-images/Andy_Richter/Andy_Richter_5473.png
1,./aligned-images/Andy_Richter/Andy_Richter_5309.png
1,./aligned-images/Andy_Richter/Andy_Richter_5338.png
1,./aligned-images/Andy_Richter/Andy_Richter_5572.png
1,./aligned-images/Andy_Richter/Andy_Richter_5401.png
1,./aligned-images/Andy_Richter/Andy_Richter_5324.png
1,./aligned-images/Andy_Richter/Andy_Richter_5372.png
1,./aligned-images/Andy_Richter/Andy_Richter_5312.png
1,./aligned-images/Andy_Richter/Andy_Richter_5453.png
